iter	Logloss
583	0.454469797
584	0.4544293739
585	0.4543827397
586	0.4543102348
587	0.4542721932
588	0.4542307795
589	0.4541861327
590	0.454145409
591	0.4540778513
592	0.4540488668
593	0.4540115114
594	0.4539691353
595	0.4539182724
596	0.4538661531
597	0.4538352907
598	0.4538002549
599	0.4537763952
600	0.4536827974
601	0.4536392101
602	0.4536120687
603	0.4535771291
604	0.4535484667
605	0.4535108113
606	0.4534646972
607	0.4534101553
608	0.4533713602
609	0.453334744
610	0.4533024629
611	0.4532753915
612	0.4532284263
613	0.4532017419
614	0.4531456276
615	0.4530931935
616	0.453062229
617	0.4530230784
618	0.4529957407
619	0.452960491
620	0.4529239105
621	0.4527959428
622	0.4527573773
623	0.4527086094
624	0.4526826597
625	0.4526460664
626	0.4525880869
627	0.4525447813
628	0.4524112662
629	0.4523760411
630	0.4523112364
631	0.4522482982
632	0.4521874756
633	0.4521515239
634	0.4521073911
635	0.4520784466
636	0.4520198911
637	0.4519669112
638	0.4519243422
639	0.4518852447
640	0.4518300179
641	0.4517919578
642	0.4517306343
643	0.4516435991
644	0.4516185114
645	0.4515897689
646	0.4515618557
647	0.4515117161
648	0.4514712228
649	0.4514322173
650	0.4513986982
651	0.4513764163
652	0.4513478214
653	0.4513017078
654	0.45125921
655	0.4512306942
656	0.4512109321
657	0.4511797178
658	0.451122373
659	0.4510839073
660	0.4510088392
661	0.4509739384
662	0.4509229518
663	0.4508745839
664	0.4508356221
665	0.4507773038
666	0.4507402753
667	0.4506900143
668	0.4506396593
669	0.450622066
670	0.450584192
671	0.4505363107
672	0.4504611627
673	0.450422337
674	0.4503981221
675	0.4503641708
676	0.4503306856
677	0.4502887046
678	0.450254084
679	0.4502140919
680	0.4501676552
681	0.4501251153
682	0.4500783319
683	0.450036843
684	0.4499957196
685	0.4499444121
686	0.4499089959
687	0.4498836488
688	0.4498368464
689	0.4497854698
690	0.4497396948
691	0.4497157755
692	0.4496523752
693	0.4496275403
694	0.449578628
695	0.4495289264
696	0.4494845512
697	0.449457752
698	0.4494216325
699	0.4493967419
700	0.4493606783
701	0.4493299435
702	0.4492914516
703	0.4492499941
704	0.4492072721
705	0.4491649513
706	0.4491338614
707	0.4491153998
708	0.4490564373
709	0.4490260311
710	0.448986577
711	0.4489724296
712	0.4489051121
713	0.4488217154
714	0.4487710008
715	0.4487302667
716	0.4487160711
717	0.4486805717
718	0.448649411
719	0.4486087078
720	0.4485608961
721	0.4485192917
722	0.4484785417
723	0.448453354
724	0.4484128062
725	0.4483704597
726	0.4483417736
727	0.4483156344
728	0.4482713232
729	0.4482048955
730	0.4481700854
731	0.4481212611
732	0.4480677761
733	0.4480281536
734	0.4479600777
735	0.4479240616
736	0.4478751889
737	0.447834832
738	0.4478022011
739	0.4477503758
740	0.4477132648
741	0.4476552276
742	0.4475854515
743	0.4475501343
744	0.4475187599
745	0.4474697944
746	0.4474065356
747	0.4473820964
748	0.447341204
749	0.4472514139
750	0.4472168835
751	0.4471968032
752	0.4471653242
753	0.4470913189
754	0.4470581103
755	0.4470152579
756	0.4469723481
757	0.4469387437
758	0.4468790008
759	0.4468560189
760	0.4468138795
761	0.4468049319
762	0.4467635243
763	0.4467196777
764	0.4466891511
765	0.4466576063
766	0.4466232151
767	0.4465958899
768	0.4465599067
769	0.4465272305
770	0.4464636864
771	0.4464309478
772	0.4463950761
773	0.4463558755
774	0.4463223678
775	0.4462959192
776	0.4462573761
777	0.4462245615
778	0.4461872611
779	0.4461512175
780	0.4461172297
781	0.4460658509
782	0.4460403128
783	0.446002957
784	0.4459516982
785	0.4459109697
786	0.4458751547
787	0.4458538926
788	0.4458195773
789	0.4457832514
790	0.4457434579
791	0.4457073662
792	0.4456406761
793	0.4456050896
794	0.4455745736
795	0.4455417578
796	0.4455052656
797	0.4454641259
798	0.4454231047
799	0.4453765008
