iter	Passed	Remaining
216	3809	10234
217	3825	10213
218	3842	10192
219	3858	10172
220	3875	10154
221	3892	10135
222	3908	10113
223	3926	10095
224	3942	10074
225	3959	10056
226	3987	10066
227	4005	10048
228	4020	10025
229	4035	9999
230	4052	9981
231	4067	9959
232	4085	9941
233	4101	9920
234	4119	9903
235	4137	9888
236	4156	9874
237	4174	9857
238	4192	9840
239	4208	9820
240	4224	9799
241	4242	9781
242	4258	9761
243	4275	9743
244	4292	9723
245	4308	9703
246	4325	9683
247	4340	9660
248	4356	9640
249	4372	9619
250	4387	9596
251	4404	9578
252	4422	9561
253	4436	9537
254	4453	9517
255	4470	9499
256	4487	9481
257	4507	9469
258	4525	9453
259	4545	9440
260	4563	9425
261	4582	9409
262	4600	9392
263	4618	9376
264	4635	9358
265	4655	9345
266	4673	9328
267	4690	9311
268	4707	9291
269	4724	9273
270	4739	9251
271	4757	9234
272	4772	9213
273	4788	9192
274	4804	9172
275	4820	9152
276	4836	9132
277	4854	9114
278	4868	9091
279	4883	9069
280	4905	9060
281	4925	9046
282	4943	9031
283	4962	9016
284	4980	8999
285	4999	8984
286	5018	8969
287	5036	8953
288	5053	8935
289	5071	8919
290	5087	8898
291	5106	8883
292	5124	8868
293	5144	8854
294	5162	8837
295	5178	8817
296	5195	8798
297	5210	8777
298	5227	8758
299	5242	8737
300	5259	8719
301	5274	8697
302	5291	8679
303	5307	8659
304	5324	8641
305	5340	8621
306	5357	8604
307	5373	8583
308	5390	8564
309	5405	8544
310	5422	8526
311	5438	8506
312	5454	8486
313	5469	8465
314	5485	8446
315	5501	8426
316	5516	8405
317	5533	8388
318	5549	8368
319	5566	8349
320	5583	8331
321	5600	8314
322	5617	8296
323	5633	8277
324	5650	8259
325	5665	8238
326	5681	8218
327	5699	8201
328	5715	8182
329	5731	8163
330	5747	8143
331	5763	8124
332	5779	8105
333	5797	8088
334	5813	8068
335	5830	8051
336	5845	8031
337	5863	8014
338	5878	7994
339	5894	7975
340	5910	7956
341	5926	7937
342	5942	7917
343	5958	7898
344	5974	7879
345	5989	7859
346	6007	7842
347	6023	7823
348	6038	7803
349	6053	7783
350	6069	7764
351	6086	7746
352	6105	7731
353	6124	7716
354	6144	7701
355	6162	7686
356	6178	7667
357	6195	7649
358	6211	7630
359	6229	7613
360	6247	7596
361	6265	7580
362	6282	7562
363	6298	7543
364	6315	7526
365	6331	7507
366	6347	7489
367	6365	7473
368	6382	7454
369	6400	7438
370	6420	7423
371	6438	7407
372	6456	7391
373	6473	7373
374	6489	7354
375	6506	7337
376	6523	7319
377	6539	7300
378	6554	7280
379	6571	7263
380	6586	7243
381	6602	7224
382	6619	7207
383	6634	7187
384	6651	7169
385	6667	7151
386	6685	7134
387	6700	7114
388	6715	7095
389	6731	7076
390	6749	7059
391	6765	7041
392	6781	7023
393	6798	7005
394	6815	6987
395	6834	6972
396	6851	6954
397	6866	6935
398	6882	6917
399	6898	6898
400	6915	6880
401	6931	6862
402	6946	6843
403	6965	6827
404	6983	6811
405	6998	6791
406	7014	6773
407	7030	6754
408	7046	6736
409	7061	6716
410	7077	6698
411	7097	6683
412	7115	6668
413	7133	6651
414	7151	6634
415	7168	6616
416	7184	6599
417	7201	6581
418	7218	6564
419	7234	6545
420	7249	6525
421	7265	6508
422	7282	6490
423	7298	6472
424	7314	6454
425	7330	6435
426	7347	6417
427	7363	6400
428	7380	6382
429	7395	6363
430	7412	6346
431	7428	6327
432	7445	6310
433	7461	6292
434	7478	6275
435	7495	6257
436	7511	6239
437	7527	6221
438	7543	6203
439	7560	6185
440	7575	6166
441	7591	6149
442	7608	6131
443	7623	6112
444	7638	6093
445	7655	6076
446	7671	6058
447	7688	6041
448	7705	6023
449	7721	6005
450	7739	5988
451	7756	5971
452	7771	5953
453	7788	5935
454	7805	5918
455	7821	5900
456	7839	5884
457	7856	5866
458	7871	5848
459	7887	5829
460	7902	5811
461	7918	5793
462	7936	5776
463	7952	5758
464	7967	5740
465	7984	5722
466	7999	5704
467	8016	5687
468	8030	5667
469	8047	5650
470	8063	5632
471	8081	5616
472	8100	5600
473	8118	5583
474	8137	5567
475	8153	5549
476	8168	5531
477	8184	5513
478	8201	5496
479	8217	5478
480	8233	5460
481	8249	5442
482	8266	5425
483	8284	5408
484	8300	5390
485	8316	5373
486	8333	5356
487	8350	5338
488	8366	5321
489	8382	5303
490	8398	5285
491	8415	5268
492	8432	5251
493	8448	5233
494	8464	5215
495	8481	5198
496	8497	5180
497	8513	5162
498	8528	5144
499	8546	5127
500	8562	5109
501	8577	5091
502	8593	5074
503	8610	5057
504	8627	5039
505	8643	5022
506	8660	5004
507	8676	4987
508	8692	4969
509	8709	4952
510	8725	4935
511	8742	4917
512	8758	4900
513	8775	4882
514	8791	4865
515	8808	4848
516	8827	4831
517	8842	4814
518	8859	4796
519	8877	4780
520	8894	4763
521	8910	4745
522	8925	4727
523	8941	4709
524	8956	4691
525	8971	4673
526	8988	4656
527	9004	4638
528	9019	4620
529	9034	4602
530	9050	4584
531	9066	4567
532	9086	4551
533	9105	4535
534	9124	4519
535	9140	4502
536	9156	4484
537	9171	4466
538	9186	4448
539	9202	4430
540	9218	4413
541	9236	4396
542	9252	4379
543	9269	4362
544	9286	4345
545	9302	4327
546	9319	4310
547	9334	4292
548	9349	4274
549	9367	4257
550	9382	4240
551	9398	4222
552	9416	4205
553	9433	4188
554	9449	4171
555	9464	4153
556	9480	4136
557	9498	4119
558	9515	4102
559	9532	4085
560	9547	4067
561	9564	4050
562	9582	4033
563	9599	4016
564	9616	3999
565	9632	3982
566	9648	3964
567	9666	3948
568	9684	3931
569	9702	3915
570	9721	3898
571	9740	3882
572	9757	3865
573	9777	3849
574	9795	3833
575	9813	3816
576	9832	3800
577	9849	3782
578	9865	3765
579	9881	3748
580	9899	3731
581	9917	3714
582	9934	3697
583	9951	3680
584	9968	3663
585	9982	3645
586	9997	3627
587	10014	3610
588	10031	3593
589	10050	3577
590	10072	3562
591	10095	3546
592	10115	3530
593	10134	3514
594	10152	3498
595	10172	3482
596	10191	3465
597	10208	3448
598	10224	3431
599	10239	3413
600	10255	3395
601	10272	3378
602	10287	3360
603	10304	3343
604	10321	3326
605	10338	3309
606	10354	3292
607	10371	3275
608	10387	3257
609	10405	3241
610	10421	3223
611	10437	3206
612	10455	3189
613	10471	3172
614	10487	3154
615	10504	3137
616	10520	3120
617	10535	3102
618	10550	3085
619	10566	3067
620	10583	3050
621	10601	3033
622	10617	3016
623	10634	2999
624	10649	2981
625	10665	2964
626	10681	2947
627	10696	2929
628	10713	2912
629	10729	2895
630	10746	2878
631	10762	2860
632	10778	2843
633	10795	2826
634	10812	2809
635	10829	2792
636	10846	2775
637	10862	2758
638	10879	2741
639	10895	2723
640	10912	2706
641	10928	2689
642	10944	2672
643	10961	2655
644	10976	2637
645	10991	2620
646	11006	2602
647	11022	2585
648	11038	2568
649	11054	2551
650	11074	2534
651	11091	2517
652	11110	2501
653	11126	2483
654	11143	2466
655	11157	2449
656	11172	2431
657	11188	2414
658	11204	2397
659	11220	2380
660	11238	2363
661	11256	2346
662	11272	2329
663	11289	2312
664	11307	2295
665	11323	2278
666	11340	2261
667	11357	2244
668	11372	2226
669	11387	2209
670	11402	2192
671	11418	2175
672	11440	2158
673	11465	2143
674	11487	2127
675	11508	2110
676	11530	2094
677	11552	2078
678	11572	2062
679	11595	2046
680	11619	2030
681	11647	2015
682	11684	2001
683	11712	1986
684	11730	1969
685	11750	1952
686	11771	1936
687	11789	1919
688	11810	1902
689	11830	1886
690	11851	1869
691	11870	1852
692	11889	1835
693	11906	1818
694	11924	1801
695	11943	1784
696	11960	1767
697	11979	1750
698	11996	1733
699	12014	1716
700	12035	1699
701	12053	1682
702	12073	1665
703	12093	1649
704	12111	1632
705	12131	1615
706	12149	1598
707	12166	1580
708	12186	1564
709	12204	1547
710	12225	1530
711	12242	1513
712	12261	1496
713	12281	1479
714	12303	1462
715	12326	1446
716	12345	1429
717	12365	1412
718	12385	1395
719	12404	1378
720	12424	1361
721	12443	1344
722	12462	1327
723	12482	1310
724	12504	1293
725	12524	1276
726	12543	1259
727	12561	1242
728	12581	1225
729	12602	1208
730	12621	1191
731	12642	1174
732	12662	1157
733	12682	1140
734	12701	1123
735	12721	1106
736	12742	1089
737	12765	1072
738	12784	1055
739	12803	1038
740	12821	1020
741	12840	1003
742	12860	986
743	12879	969
744	12897	952
745	12916	934
746	12936	917
747	12953	900
748	12970	883
749	12991	866
750	13013	849
751	13032	831
752	13053	814
753	13073	797
754	13094	780
755	13113	763
756	13132	745
757	13149	728
758	13168	711
759	13186	694
760	13204	676
761	13219	659
762	13237	641
763	13255	624
764	13271	607
765	13289	589
766	13306	572
767	13324	555
768	13343	537
769	13360	520
770	13378	503
771	13395	485
772	13412	468
773	13432	451
774	13450	433
775	13467	416
776	13486	399
777	13506	381
778	13523	364
779	13541	347
780	13558	329
781	13576	312
782	13592	295
783	13608	277
784	13624	260
785	13643	243
786	13660	225
787	13677	208
788	13695	190
789	13711	173
790	13727	156
791	13744	138
792	13762	121
793	13779	104
794	13797	86
795	13815	69
796	13833	52
797	13851	34
798	13868	17
799	13885	0
